".scenario.id",".at","prevpos.retest.start","second.genps.start","part.index.prob","part.ppindex.prob","part.ident.main.prob","part.ident.casl.prob","part.ident.ooff.prob","part.hiv.test.rate_1","part.hiv.test.rate_2","part.hiv.test.rate_3","part.prep.start.prob_1","part.prep.start.prob_2","part.prep.start.prob_3","part.tx.init.rate_1","part.tx.init.rate_2","part.tx.init.rate_3","part.tx.reinit.rate_1","part.tx.reinit.rate_2","part.tx.reinit.rate_3"
"b001_0_0_max",0,3901,Inf,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
"b002_0.071_0_max",0,3901,Inf,0.071,0.071,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
"b003_0.143_0_max",0,3901,Inf,0.143,0.143,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
"b004_0.214_0_max",0,3901,Inf,0.214,0.214,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
"b005_0.286_0_max",0,3901,Inf,0.286,0.286,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
"b006_0.357_0_max",0,3901,Inf,0.357,0.357,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
"b007_0.429_0_max",0,3901,Inf,0.429,0.429,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
"b008_0.5_0_max",0,3901,Inf,0.5,0.5,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
"b009_0.571_0_max",0,3901,Inf,0.571,0.571,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
"b010_0.643_0_max",0,3901,Inf,0.643,0.643,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
"b011_0.714_0_max",0,3901,Inf,0.714,0.714,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
"b012_0.786_0_max",0,3901,Inf,0.786,0.786,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
"b013_0.857_0_max",0,3901,Inf,0.857,0.857,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
"b014_0.929_0_max",0,3901,Inf,0.929,0.929,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
"b015_1_0_max",0,3901,Inf,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
"b016_0_0.071_max",0,3901,Inf,0,0,0.071,0.071,0.071,1,1,1,1,1,1,1,1,1,1,1,1
"b017_0.071_0.071_max",0,3901,Inf,0.071,0.071,0.071,0.071,0.071,1,1,1,1,1,1,1,1,1,1,1,1
"b018_0.143_0.071_max",0,3901,Inf,0.143,0.143,0.071,0.071,0.071,1,1,1,1,1,1,1,1,1,1,1,1
"b019_0.214_0.071_max",0,3901,Inf,0.214,0.214,0.071,0.071,0.071,1,1,1,1,1,1,1,1,1,1,1,1
"b020_0.286_0.071_max",0,3901,Inf,0.286,0.286,0.071,0.071,0.071,1,1,1,1,1,1,1,1,1,1,1,1
"b021_0.357_0.071_max",0,3901,Inf,0.357,0.357,0.071,0.071,0.071,1,1,1,1,1,1,1,1,1,1,1,1
"b022_0.429_0.071_max",0,3901,Inf,0.429,0.429,0.071,0.071,0.071,1,1,1,1,1,1,1,1,1,1,1,1
"b023_0.5_0.071_max",0,3901,Inf,0.5,0.5,0.071,0.071,0.071,1,1,1,1,1,1,1,1,1,1,1,1
"b024_0.571_0.071_max",0,3901,Inf,0.571,0.571,0.071,0.071,0.071,1,1,1,1,1,1,1,1,1,1,1,1
"b025_0.643_0.071_max",0,3901,Inf,0.643,0.643,0.071,0.071,0.071,1,1,1,1,1,1,1,1,1,1,1,1
"b026_0.714_0.071_max",0,3901,Inf,0.714,0.714,0.071,0.071,0.071,1,1,1,1,1,1,1,1,1,1,1,1
"b027_0.786_0.071_max",0,3901,Inf,0.786,0.786,0.071,0.071,0.071,1,1,1,1,1,1,1,1,1,1,1,1
"b028_0.857_0.071_max",0,3901,Inf,0.857,0.857,0.071,0.071,0.071,1,1,1,1,1,1,1,1,1,1,1,1
"b029_0.929_0.071_max",0,3901,Inf,0.929,0.929,0.071,0.071,0.071,1,1,1,1,1,1,1,1,1,1,1,1
"b030_1_0.071_max",0,3901,Inf,1,1,0.071,0.071,0.071,1,1,1,1,1,1,1,1,1,1,1,1
"b031_0_0.143_max",0,3901,Inf,0,0,0.143,0.143,0.143,1,1,1,1,1,1,1,1,1,1,1,1
"b032_0.071_0.143_max",0,3901,Inf,0.071,0.071,0.143,0.143,0.143,1,1,1,1,1,1,1,1,1,1,1,1
"b033_0.143_0.143_max",0,3901,Inf,0.143,0.143,0.143,0.143,0.143,1,1,1,1,1,1,1,1,1,1,1,1
"b034_0.214_0.143_max",0,3901,Inf,0.214,0.214,0.143,0.143,0.143,1,1,1,1,1,1,1,1,1,1,1,1
"b035_0.286_0.143_max",0,3901,Inf,0.286,0.286,0.143,0.143,0.143,1,1,1,1,1,1,1,1,1,1,1,1
"b036_0.357_0.143_max",0,3901,Inf,0.357,0.357,0.143,0.143,0.143,1,1,1,1,1,1,1,1,1,1,1,1
"b037_0.429_0.143_max",0,3901,Inf,0.429,0.429,0.143,0.143,0.143,1,1,1,1,1,1,1,1,1,1,1,1
"b038_0.5_0.143_max",0,3901,Inf,0.5,0.5,0.143,0.143,0.143,1,1,1,1,1,1,1,1,1,1,1,1
"b039_0.571_0.143_max",0,3901,Inf,0.571,0.571,0.143,0.143,0.143,1,1,1,1,1,1,1,1,1,1,1,1
"b040_0.643_0.143_max",0,3901,Inf,0.643,0.643,0.143,0.143,0.143,1,1,1,1,1,1,1,1,1,1,1,1
"b041_0.714_0.143_max",0,3901,Inf,0.714,0.714,0.143,0.143,0.143,1,1,1,1,1,1,1,1,1,1,1,1
"b042_0.786_0.143_max",0,3901,Inf,0.786,0.786,0.143,0.143,0.143,1,1,1,1,1,1,1,1,1,1,1,1
"b043_0.857_0.143_max",0,3901,Inf,0.857,0.857,0.143,0.143,0.143,1,1,1,1,1,1,1,1,1,1,1,1
"b044_0.929_0.143_max",0,3901,Inf,0.929,0.929,0.143,0.143,0.143,1,1,1,1,1,1,1,1,1,1,1,1
"b045_1_0.143_max",0,3901,Inf,1,1,0.143,0.143,0.143,1,1,1,1,1,1,1,1,1,1,1,1
"b046_0_0.214_max",0,3901,Inf,0,0,0.214,0.214,0.214,1,1,1,1,1,1,1,1,1,1,1,1
"b047_0.071_0.214_max",0,3901,Inf,0.071,0.071,0.214,0.214,0.214,1,1,1,1,1,1,1,1,1,1,1,1
"b048_0.143_0.214_max",0,3901,Inf,0.143,0.143,0.214,0.214,0.214,1,1,1,1,1,1,1,1,1,1,1,1
"b049_0.214_0.214_max",0,3901,Inf,0.214,0.214,0.214,0.214,0.214,1,1,1,1,1,1,1,1,1,1,1,1
"b050_0.286_0.214_max",0,3901,Inf,0.286,0.286,0.214,0.214,0.214,1,1,1,1,1,1,1,1,1,1,1,1
"b051_0.357_0.214_max",0,3901,Inf,0.357,0.357,0.214,0.214,0.214,1,1,1,1,1,1,1,1,1,1,1,1
"b052_0.429_0.214_max",0,3901,Inf,0.429,0.429,0.214,0.214,0.214,1,1,1,1,1,1,1,1,1,1,1,1
"b053_0.5_0.214_max",0,3901,Inf,0.5,0.5,0.214,0.214,0.214,1,1,1,1,1,1,1,1,1,1,1,1
